image_path,mask_path,split
D:\FDS\Small_project\Fire Detection\Dataset\images\S23_DECAY_DIESEL_small\frame_0387_t12.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S23_DECAY_DIESEL_small\frame_0387_t12.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R29_n-heptane_large_op54_sz47\frame_0872_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R29_n-heptane_large_op54_sz47\frame_0872_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R50_diesel_large_op85_sz44\frame_0874_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R50_diesel_large_op85_sz44\frame_0874_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F14_propane_large_op35\frame_0106_t26.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F14_propane_large_op35\frame_0106_t26.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S27_DECAY_PROPANE_large\frame_0035_t1.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S27_DECAY_PROPANE_large\frame_0035_t1.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F11_propane_small_op15\frame_0120_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F11_propane_small_op15\frame_0120_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R27_ethanol_large_op74_sz51\frame_0655_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R27_ethanol_large_op74_sz51\frame_0655_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R40_methane_small_op31_sz45\frame_0218_t7.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R40_methane_small_op31_sz45\frame_0218_t7.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F15_propane_medium_op50\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F15_propane_medium_op50\frame_0066_t16.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S45_PULSATING_ACETONE_small\frame_0540_t17.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S45_PULSATING_ACETONE_small\frame_0540_t17.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W13_WIND_2_9ms_PROPANE_small\frame_0994_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W13_WIND_2_9ms_PROPANE_small\frame_0994_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R26_ethanol_medium_op36_sz40\frame_0328_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R26_ethanol_medium_op36_sz40\frame_0328_t10.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R31_propane_small_op63_sz36\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R31_propane_small_op63_sz36\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R76_acetone_small_op85_sz52\frame_0218_t7.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R76_acetone_small_op85_sz52\frame_0218_t7.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\A8_large_room_opening_50\frame_0013_t3.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A8_large_room_opening_50\frame_0013_t3.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F18_propane_medium_op25\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F18_propane_medium_op25\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R5_acetone_large_op51_sz40\frame_0763_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R5_acetone_large_op51_sz40\frame_0763_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R75_propane_small_op25_sz67\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R75_propane_small_op25_sz67\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R5_acetone_large_op51_sz40\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R5_acetone_large_op51_sz40\frame_0109_t3.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\A1_small_room_opening_0\frame_0080_t20.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A1_small_room_opening_0\frame_0080_t20.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F12_propane_small_op35\frame_0120_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F12_propane_small_op35\frame_0120_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R27_ethanol_large_op74_sz51\frame_0764_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R27_ethanol_large_op74_sz51\frame_0764_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R4_diesel_medium_op64_sz35\frame_0872_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R4_diesel_medium_op64_sz35\frame_0872_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S47_PULSATING_N-HEPTANE_medium\frame_0217_t7.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S47_PULSATING_N-HEPTANE_medium\frame_0217_t7.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\C4_propane_door_three_quarter\frame_0053_t13.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\C4_propane_door_three_quarter\frame_0053_t13.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W13_WIND_2_9ms_PROPANE_small\frame_0552_t16.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W13_WIND_2_9ms_PROPANE_small\frame_0552_t16.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S7_GROWTH_SLOW_N-HEPTANE_medium\frame_0529_t22.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S7_GROWTH_SLOW_N-HEPTANE_medium\frame_0529_t22.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R1_n-heptane_medium_op50_sz72\frame_0109_t3.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R1_n-heptane_medium_op50_sz72\frame_0109_t3.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W5_WIND_4_3ms_ACETONE_medium\frame_0554_t16.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W5_WIND_4_3ms_ACETONE_medium\frame_0554_t16.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R45_diesel_medium_op80_sz40\frame_0985_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R45_diesel_medium_op80_sz40\frame_0985_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R1_n-heptane_medium_op50_sz72\frame_0657_t20.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R1_n-heptane_medium_op50_sz72\frame_0657_t20.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S39_PULSATING_ETHANOL_small\frame_0755_t23.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S39_PULSATING_ETHANOL_small\frame_0755_t23.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R89_acetone_small_op63_sz66\frame_0436_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R89_acetone_small_op63_sz66\frame_0436_t13.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F2_n-heptane_large_op50\frame_0120_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F2_n-heptane_large_op50\frame_0120_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R46_n-heptane_medium_op71_sz74\frame_0765_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R46_n-heptane_medium_op71_sz74\frame_0765_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S25_DECAY_DIESEL_medium\frame_0485_t15.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S25_DECAY_DIESEL_medium\frame_0485_t15.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\E2_fire_center_size_50\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E2_fire_center_size_50\frame_0066_t16.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S31_DECAY_METHANE_small\frame_0391_t12.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S31_DECAY_METHANE_small\frame_0391_t12.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R88_methane_medium_op56_sz22\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R88_methane_medium_op56_sz22\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W1_WIND_2_9ms_DODECANE_medium\frame_0884_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W1_WIND_2_9ms_DODECANE_medium\frame_0884_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\VALIDATION_TEST2_METHANE_medium_op40\frame_0548_t16.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\VALIDATION_TEST2_METHANE_medium_op40\frame_0548_t16.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S37_PULSATING_DIESEL_medium\frame_0979_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S37_PULSATING_DIESEL_medium\frame_0979_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S39_PULSATING_ETHANOL_small\frame_0539_t17.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S39_PULSATING_ETHANOL_small\frame_0539_t17.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S37_PULSATING_DIESEL_medium\frame_0326_t10.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S37_PULSATING_DIESEL_medium\frame_0326_t10.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W13_WIND_2_9ms_PROPANE_small\frame_0220_t6.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W13_WIND_2_9ms_PROPANE_small\frame_0220_t6.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R80_diesel_small_op81_sz54\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R80_diesel_small_op81_sz54\frame_0109_t3.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R100_diesel_small_op89_sz44\frame_0764_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R100_diesel_small_op89_sz44\frame_0764_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R74_propane_small_op71_sz48\frame_0436_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R74_propane_small_op71_sz48\frame_0436_t13.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R98_ethanol_large_op81_sz27\frame_0218_t7.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R98_ethanol_large_op81_sz27\frame_0218_t7.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S31_DECAY_METHANE_small\frame_0586_t18.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S31_DECAY_METHANE_small\frame_0586_t18.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\E5_fire_near_door_size_50\frame_0120_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E5_fire_near_door_size_50\frame_0120_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S47_PULSATING_N-HEPTANE_medium\frame_0326_t10.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S47_PULSATING_N-HEPTANE_medium\frame_0326_t10.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\E3_fire_center_size_75\frame_0053_t13.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E3_fire_center_size_75\frame_0053_t13.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R72_propane_small_op17_sz80\frame_0874_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R72_propane_small_op17_sz80\frame_0874_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W16_WIND_1_1ms_N-HEPTANE_large\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W16_WIND_1_1ms_N-HEPTANE_large\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S35_DECAY_N-HEPTANE_large\frame_0580_t18.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S35_DECAY_N-HEPTANE_large\frame_0580_t18.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F1_n-heptane_small_op50\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F1_n-heptane_small_op50\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S2_GROWTH_SLOW_METHANE_medium\frame_0730_t27.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S2_GROWTH_SLOW_METHANE_medium\frame_0730_t27.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S8_GROWTH_FAST_ETHANOL_small\frame_0192_t9.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S8_GROWTH_FAST_ETHANOL_small\frame_0192_t9.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R25_acetone_small_op14_sz41\frame_0327_t10.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R25_acetone_small_op14_sz41\frame_0327_t10.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R15_acetone_large_op71_sz46\frame_0327_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R15_acetone_large_op71_sz46\frame_0327_t10.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R36_propane_medium_op55_sz52\frame_0109_t3.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R36_propane_medium_op55_sz52\frame_0109_t3.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\A7_large_room_opening_0\frame_0013_t3.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A7_large_room_opening_0\frame_0013_t3.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R71_acetone_medium_op80_sz75\frame_0545_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R71_acetone_medium_op80_sz75\frame_0545_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R35_acetone_large_op73_sz60\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R35_acetone_large_op73_sz60\frame_0109_t3.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F15_propane_medium_op50\frame_0013_t3.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F15_propane_medium_op50\frame_0013_t3.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\B1_n-heptane_medium_room\frame_0106_t26.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\B1_n-heptane_medium_room\frame_0106_t26.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F3_methane_small_op50\frame_0026_t6.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F3_methane_small_op50\frame_0026_t6.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\B1_n-heptane_medium_room\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\B1_n-heptane_medium_room\frame_0066_t16.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\A9_large_room_opening_100\frame_0093_t23.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A9_large_room_opening_100\frame_0093_t23.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R38_methane_small_op86_sz61\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R38_methane_small_op86_sz61\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\A7_large_room_opening_0\frame_0106_t26.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A7_large_room_opening_0\frame_0106_t26.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F7_n-heptane_medium_op50\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F7_n-heptane_medium_op50\frame_0066_t16.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\C1_propane_door_closed\frame_0080_t20.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\C1_propane_door_closed\frame_0080_t20.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W8_WIND_1_4ms_N-HEPTANE_large\frame_0874_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W8_WIND_1_4ms_N-HEPTANE_large\frame_0874_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S10_GROWTH_FAST_ETHANOL_large\frame_0287_t12.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S10_GROWTH_FAST_ETHANOL_large\frame_0287_t12.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R24_ethanol_medium_op41_sz68\frame_0981_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R24_ethanol_medium_op41_sz68\frame_0981_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R86_methane_medium_op47_sz40\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R86_methane_medium_op47_sz40\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S24_DECAY_N-HEPTANE_large\frame_0290_t9.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S24_DECAY_N-HEPTANE_large\frame_0290_t9.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R77_propane_small_op47_sz78\frame_0437_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R77_propane_small_op47_sz78\frame_0437_t13.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\B1_n-heptane_medium_room\frame_0093_t23.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\B1_n-heptane_medium_room\frame_0093_t23.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\VALIDATION_TEST_PROPANE_small_op80\frame_0328_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\VALIDATION_TEST_PROPANE_small_op80\frame_0328_t10.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R97_acetone_medium_op88_sz76\frame_0327_t10.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R97_acetone_medium_op88_sz76\frame_0327_t10.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S36_PULSATING_ETHANOL_large\frame_0971_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S36_PULSATING_ETHANOL_large\frame_0971_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S23_DECAY_DIESEL_small\frame_0678_t21.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S23_DECAY_DIESEL_small\frame_0678_t21.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S13_GROWTH_FAST_DIESEL_small\frame_0682_t24.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S13_GROWTH_FAST_DIESEL_small\frame_0682_t24.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S41_PULSATING_METHANE_small\frame_0433_t13.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S41_PULSATING_METHANE_small\frame_0433_t13.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R32_acetone_medium_op25_sz48\frame_0982_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R32_acetone_medium_op25_sz48\frame_0982_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R28_ethanol_small_op64_sz44\frame_0982_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R28_ethanol_small_op64_sz44\frame_0982_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\D3_heptane_wind_2ms\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\D3_heptane_wind_2ms\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R14_ethanol_medium_op74_sz42\frame_0218_t7.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R14_ethanol_medium_op74_sz42\frame_0218_t7.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W4_WIND_4_6ms_DODECANE_large\frame_0332_t10.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W4_WIND_4_6ms_DODECANE_large\frame_0332_t10.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W14_WIND_1_4ms_N-HEPTANE_medium\frame_0765_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W14_WIND_1_4ms_N-HEPTANE_medium\frame_0765_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R52_acetone_small_op38_sz37\frame_0545_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R52_acetone_small_op38_sz37\frame_0545_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R28_ethanol_small_op64_sz44\frame_0654_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R28_ethanol_small_op64_sz44\frame_0654_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S14_GROWTH_FAST_ETHANOL_small\frame_0288_t12.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S14_GROWTH_FAST_ETHANOL_small\frame_0288_t12.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F3_methane_small_op50\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F3_methane_small_op50\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S19_GROWTH_FAST_DIESEL_medium\frame_0098_t6.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S19_GROWTH_FAST_DIESEL_medium\frame_0098_t6.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R80_diesel_small_op81_sz54\frame_0874_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R80_diesel_small_op81_sz54\frame_0874_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R92_acetone_large_op31_sz75\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R92_acetone_large_op31_sz75\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W2_WIND_5_0ms_DODECANE_small\frame_0554_t16.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W2_WIND_5_0ms_DODECANE_small\frame_0554_t16.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R48_methane_large_op62_sz22\frame_0763_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R48_methane_large_op62_sz22\frame_0763_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R37_ethanol_large_op68_sz54\frame_0546_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R37_ethanol_large_op68_sz54\frame_0546_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W8_WIND_1_4ms_N-HEPTANE_large\frame_0765_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W8_WIND_1_4ms_N-HEPTANE_large\frame_0765_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S45_PULSATING_ACETONE_small\frame_0216_t7.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S45_PULSATING_ACETONE_small\frame_0216_t7.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R92_acetone_large_op31_sz75\frame_0654_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R92_acetone_large_op31_sz75\frame_0654_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R82_propane_small_op22_sz61\frame_0656_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R82_propane_small_op22_sz61\frame_0656_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R17_methane_medium_op84_sz46\frame_0766_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R17_methane_medium_op84_sz46\frame_0766_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R79_n-heptane_small_op41_sz38\frame_0545_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R79_n-heptane_small_op41_sz38\frame_0545_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R20_propane_small_op60_sz77\frame_0766_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R20_propane_small_op60_sz77\frame_0766_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R81_n-heptane_medium_op21_sz36\frame_0982_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R81_n-heptane_medium_op21_sz36\frame_0982_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R8_ethanol_large_op80_sz51\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R8_ethanol_large_op80_sz51\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\A7_large_room_opening_0\frame_0093_t23.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A7_large_room_opening_0\frame_0093_t23.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W20_WIND_2_0ms_ETHANOL_small\frame_0875_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W20_WIND_2_0ms_ETHANOL_small\frame_0875_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R83_propane_large_op61_sz51\frame_0874_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R83_propane_large_op61_sz51\frame_0874_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S5_GROWTH_FAST_ETHANOL_small\frame_0769_t27.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S5_GROWTH_FAST_ETHANOL_small\frame_0769_t27.1s.png,train
